TeD,TrD1,TrD2,TrD3,TrD4,TrD5,TrD6,TrD7,TrD8,model,score,Sum
TeD6,1,1,0,1,1,0,1,1,M3,0.666514741340285,6
TeD6,0,1,1,0,0,1,1,0,M3,0.672864140501047,4
TeD6,1,1,1,1,1,0,1,1,M3,0.689708423224972,7
TeD6,1,1,1,0,0,1,1,1,M3,0.693430026563399,6
TeD6,1,0,1,0,0,0,0,0,M3,0.537965507806639,2
TeD6,1,0,1,1,1,0,0,0,M3,0.648365793049625,4
TeD6,0,1,0,0,0,0,1,0,M3,0.511354813857975,2
TeD6,1,1,1,0,0,1,0,0,M3,0.669662765137558,4
TeD6,0,1,1,1,1,1,1,1,M3,0.688380294357361,7
TeD6,0,1,1,0,1,1,0,1,M3,0.67635476869455,5
TeD6,0,0,1,0,0,1,0,0,M3,0.634201638634823,2
TeD6,0,1,1,1,0,1,0,0,M3,0.583985642951561,4
TeD6,0,1,0,0,0,0,1,1,M3,0.63134860537074,3
TeD6,1,0,0,1,0,0,0,0,M3,0.465813790924396,2
TeD6,1,1,1,0,0,0,0,0,M3,0.542047794398216,3
TeD6,0,1,1,0,1,1,1,0,M3,0.649721744285098,5
TeD6,0,1,0,0,1,0,0,0,M3,0.534819404439177,2
TeD6,1,1,1,1,1,1,0,1,M3,0.664956089441544,7
TeD6,0,1,1,0,1,0,0,1,M3,0.669330611992991,4
TeD6,0,1,1,0,0,1,0,0,M3,0.651221060547373,3
TeD6,1,0,1,1,1,1,0,0,M3,0.628305031399842,5
TeD6,0,1,0,0,1,1,0,0,M3,0.646207160206799,3
TeD6,0,1,0,0,0,1,1,0,M3,0.609374211247988,3
TeD6,1,0,1,1,0,0,1,1,M3,0.660411630646389,5
TeD6,1,1,0,1,0,1,1,1,M3,0.642591276727438,6
TeD6,1,1,0,0,1,1,0,0,M3,0.650089640213011,4
TeD6,0,0,1,0,1,0,0,0,M3,0.59996883246166,2
TeD6,0,0,0,1,1,0,0,1,M3,0.643782675433883,3
TeD6,0,1,1,0,0,0,0,1,M3,0.612794345351115,3
TeD6,1,1,1,1,1,1,1,0,M3,0.717393062465435,7
TeD6,0,1,0,0,0,1,1,1,M3,0.679827001870654,4
TeD6,0,0,0,0,1,0,0,1,M3,0.602131928848399,2
TeD6,1,0,1,1,0,0,0,0,M3,0.576701689504374,3
TeD6,1,0,1,1,0,1,1,1,M3,0.663771227624971,6
TeD6,1,1,0,1,0,0,0,0,M3,0.634809931682683,3
TeD6,0,1,0,1,0,0,0,0,M3,0.58612523349002,2
TeD6,1,1,0,0,0,0,0,1,M3,0.59993807325447,3
TeD6,0,0,1,1,1,0,1,1,M3,0.629329995018045,5
TeD6,0,0,1,0,0,0,1,0,M3,0.579488231388874,2
TeD6,1,1,1,1,1,1,1,1,M3,0.689306057963048,8
TeD6,1,1,1,1,1,1,1,1,M3,0.695083599408351,8
TeD6,1,1,1,1,1,1,1,1,M3,0.692575211036169,8
TeD6,1,1,1,1,1,1,1,1,M3,0.637816360715817,8
TeD6,1,1,1,1,1,1,1,1,M3,0.655087606874204,8
TeD7,1,1,0,0,0,1,0,0,M3,0.291010118827983,3
TeD7,1,1,1,0,1,1,1,0,M3,0.37466644553868,6
TeD7,0,1,1,0,0,0,0,0,M3,0.123618007533292,2
TeD7,0,0,1,0,0,0,0,1,M3,0.202874420751826,2
TeD7,0,1,0,1,1,1,1,1,M3,0.306283966050985,6
TeD7,1,0,1,0,0,1,0,0,M3,0.287425922322133,3
TeD7,1,0,1,1,1,1,0,1,M3,0.182386573333025,6
TeD7,1,1,1,0,1,1,0,1,M3,0.285490778591059,6
TeD7,0,0,0,0,0,1,1,0,M3,0.228703956914897,2
TeD7,1,0,0,0,0,1,0,0,M3,0.257208850077374,2
TeD7,0,1,0,0,1,0,1,0,M3,0.384216761167014,3
TeD7,1,0,1,1,1,1,1,1,M3,0.279938274334787,7
TeD7,1,1,0,0,0,0,0,0,M3,0.247732014101562,2
TeD7,0,1,1,0,1,1,0,0,M3,0.384214271509111,4
TeD7,0,0,0,0,0,1,0,1,M3,0.306926246258147,2
TeD7,0,1,0,0,0,1,0,1,M3,0.322956413998892,3
TeD7,0,0,1,1,1,1,1,1,M3,0.347594669755791,6
TeD7,0,0,0,0,1,1,0,0,M3,0.246506410509079,2
TeD7,0,1,0,0,0,0,0,1,M3,0.376605689188655,2
TeD7,0,1,0,0,1,1,1,0,M3,0.354805796101171,4
TeD7,0,1,0,0,0,1,0,0,M3,0.385067685932073,2
TeD7,0,1,0,1,0,1,0,1,M3,0.229871740579566,4
TeD7,1,1,0,0,1,0,0,0,M3,0.326569163121345,3
TeD7,0,1,0,0,1,1,0,1,M3,0.263104389070044,4
TeD7,0,0,1,0,0,1,0,1,M3,0.284545016282633,3
TeD7,0,1,0,1,0,1,0,0,M3,0.317865879734206,3
TeD7,1,1,1,1,1,0,1,0,M3,0.26908478411664,6
TeD7,0,1,1,0,0,0,1,0,M3,0.391058096073219,3
TeD7,1,1,0,1,1,0,1,1,M3,0.377855326965445,6
TeD7,0,1,1,0,0,1,1,0,M3,0.355840798306903,4
TeD7,1,1,1,1,1,0,1,1,M3,0.387214171297695,7
TeD7,1,1,1,0,0,1,1,1,M3,0.39189624135996,6
TeD7,1,0,1,0,0,0,0,0,M3,0.22068076519643,2
TeD7,1,0,1,1,1,0,0,0,M3,0.276266276130494,4
TeD7,0,1,0,0,0,0,1,0,M3,0.228816484090838,2
TeD7,1,1,1,0,0,1,0,0,M3,0.388242677679041,4
TeD7,0,1,1,1,1,1,1,1,M3,0.390979802963105,7
TeD7,0,1,1,0,1,1,0,1,M3,0.410031011635298,5
TeD7,0,0,1,0,0,1,0,0,M3,0.278559429939439,2
TeD7,0,1,1,1,0,1,0,0,M3,0.242937163969262,4
TeD7,0,1,0,0,0,0,1,1,M3,0.308000676941971,3
TeD7,1,0,0,1,0,0,0,0,M3,0.186007758513586,2
TeD7,1,1,1,0,0,0,0,0,M3,0.225380167397448,3
TeD7,0,1,1,0,1,1,1,0,M3,0.347147751116137,5
TeD7,0,1,0,0,1,0,0,0,M3,0.313882424486191,2
TeD7,1,1,1,1,1,1,0,1,M3,0.36287085091334,7
TeD7,0,1,1,0,1,0,0,1,M3,0.4138331583072,4
TeD7,0,1,1,0,0,1,0,0,M3,0.369233654161197,3
TeD7,1,0,1,1,1,1,0,0,M3,0.200368699739204,5
TeD7,0,1,0,0,1,1,0,0,M3,0.35415099385957,3
TeD7,0,1,0,0,0,1,1,0,M3,0.327546319162171,3
TeD7,1,0,1,1,0,0,1,1,M3,0.387779240234807,5
TeD7,1,1,0,1,0,1,1,1,M3,0.334719774517228,6
TeD7,1,1,0,0,1,1,0,0,M3,0.311524623375915,4
TeD7,0,0,1,0,1,0,0,0,M3,0.221507476109887,2
TeD7,0,0,0,1,1,0,0,1,M3,0.24979162389737,3
TeD7,0,1,1,0,0,0,0,1,M3,0.32194916115161,3
TeD7,1,1,1,1,1,1,1,0,M3,0.334774583531534,7
TeD7,0,1,0,0,0,1,1,1,M3,0.313141596217941,4
TeD7,0,0,0,0,1,0,0,1,M3,0.225868307504863,2
TeD7,1,0,1,1,0,0,0,0,M3,0.215862172827922,3
TeD7,1,0,1,1,0,1,1,1,M3,0.313780790904771,6
TeD7,1,1,0,1,0,0,0,0,M3,0.247998637942436,3
TeD7,0,1,0,1,0,0,0,0,M3,0.332286982841638,2
TeD7,1,1,0,0,0,0,0,1,M3,0.266514159537563,3
TeD7,0,0,1,1,1,0,1,1,M3,0.289471106251761,5
TeD7,0,0,1,0,0,0,1,0,M3,0.255932189492343,2
TeD7,1,1,1,1,1,1,1,1,M3,0.381880576693261,8
TeD7,1,1,1,1,1,1,1,1,M3,0.330348717224737,8
TeD7,1,1,1,1,1,1,1,1,M3,0.368341773087876,8
TeD7,1,1,1,1,1,1,1,1,M3,0.380062566232815,8
TeD7,1,1,1,1,1,1,1,1,M3,0.295628752513863,8
TeD1,0,1,0,0,0,1,1,1,M2,0.903515817906912,4
TeD1,0,0,0,1,0,1,0,0,M2,0.660692955405912,2
TeD1,0,1,0,0,0,0,1,0,M2,0.897313210853836,2
TeD1,1,1,0,1,1,0,0,1,M2,0.897629856883468,5
TeD1,0,1,1,0,0,1,0,0,M2,0.891406687230261,3
TeD1,0,0,1,1,0,0,1,0,M2,0.699068159232253,3
TeD1,1,0,1,1,1,0,1,0,M2,0.735654654829461,5
TeD1,0,1,0,0,0,1,0,1,M2,0.896147259864226,3
TeD1,1,1,1,1,0,0,0,0,M2,0.881411372624357,4
TeD1,1,1,0,0,0,0,0,0,M2,0.883477866241827,2
TeD1,0,1,0,0,0,0,1,1,M2,0.894955079728076,3
TeD1,1,0,0,1,0,0,1,0,M2,0.700486795762155,3
TeD1,1,1,1,1,1,0,1,1,M2,0.895835574337963,7
TeD1,0,1,0,1,0,0,1,1,M2,0.896182787532526,4
TeD1,1,0,1,1,1,1,0,0,M2,0.726588606906176,5
TeD1,0,1,0,0,1,0,0,0,M2,0.901447542515403,2
TeD1,1,0,0,0,1,1,1,0,M2,0.722144693168339,4
TeD1,0,0,1,1,1,1,1,1,M2,0.743364351711798,6
TeD1,1,0,1,1,1,0,1,1,M2,0.750130215979884,6
TeD1,1,1,0,0,0,1,0,0,M2,0.892009381004861,3
TeD1,1,0,1,1,0,0,0,0,M2,0.672816152878986,3
TeD1,1,0,1,1,1,1,1,1,M2,0.748045332994548,7
TeD1,1,0,0,1,1,1,1,1,M2,0.739191782797242,6
TeD1,0,1,1,1,0,0,0,0,M2,0.885806728062601,3
TeD1,1,0,0,1,0,0,0,0,M2,0.643938886826134,2
TeD1,0,1,0,0,0,0,0,1,M2,0.896747503942292,2
TeD1,0,1,0,0,0,1,0,0,M2,0.889362306734381,2
TeD1,1,0,1,1,1,0,0,0,M2,0.71531804781774,4
TeD1,1,1,1,1,0,0,1,0,M2,0.88494439247133,5
TeD1,1,1,1,1,0,1,1,1,M2,0.890545780165678,7
TeD1,0,1,1,0,0,0,1,0,M2,0.888157372882873,3
TeD1,1,0,1,0,1,0,1,1,M2,0.750716378943741,5
TeD1,1,1,1,1,1,0,0,1,M2,0.900573682054277,6
TeD1,0,0,0,1,0,1,1,1,M2,0.731585565392733,4
TeD1,1,0,0,0,0,0,1,0,M2,0.690248984189162,2
TeD1,0,0,0,1,0,0,0,1,M2,0.700271603446773,2
TeD1,0,0,0,0,1,1,0,0,M2,0.712066161101551,2
TeD1,0,1,0,1,0,1,1,0,M2,0.898805643876427,4
TeD1,1,0,0,0,1,1,0,0,M2,0.713247230499665,3
TeD1,0,0,1,1,1,0,1,1,M2,0.740703426224695,5
TeD1,0,0,0,1,0,1,0,1,M2,0.719082361889567,3
TeD1,1,1,0,1,1,0,1,1,M2,0.897334871632731,6
TeD1,1,1,0,1,1,1,1,1,M2,0.897339209651124,7
TeD1,1,1,1,1,1,1,0,1,M2,0.900535612911074,7
TeD1,1,0,0,0,0,1,0,0,M2,0.641515404895222,2
TeD1,0,0,0,0,0,1,0,1,M2,0.71885283376597,2
TeD1,0,0,1,1,0,0,1,1,M2,0.729722876436678,4
TeD1,1,0,1,1,1,1,0,1,M2,0.739786275099679,6
TeD1,1,0,1,1,0,0,0,1,M2,0.711147566454562,4
TeD1,0,0,0,1,0,0,1,1,M2,0.720918828022397,3
TeD1,1,0,1,0,1,1,1,1,M2,0.74895594996948,6
TeD1,1,1,1,1,1,1,1,0,M2,0.899696581301854,7
TeD1,0,0,0,0,0,1,1,0,M2,0.71065037272722,2
TeD1,1,1,0,0,0,0,1,0,M2,0.894067474823979,3
TeD1,0,1,1,0,0,0,0,0,M2,0.886981585889914,2
TeD1,0,1,0,1,0,0,0,0,M2,0.887876800223433,2
TeD1,1,1,0,1,0,0,1,0,M2,0.893512133493226,4
TeD1,1,0,1,0,1,1,1,0,M2,0.736557907945339,5
TeD1,0,0,1,1,1,1,1,0,M2,0.732182538285604,5
TeD1,0,1,0,1,0,1,0,1,M2,0.896723225131244,4
TeD1,0,1,1,1,1,1,1,1,M2,0.897926761575797,7
TeD1,0,0,1,0,1,1,1,0,M2,0.730968406588505,4
TeD1,1,0,0,1,1,1,1,0,M2,0.717622584034952,5
TeD1,1,1,1,0,0,1,1,0,M2,0.892895265922718,5
TeD1,0,1,1,1,0,1,0,0,M2,0.894952446023141,4
TeD1,0,1,1,1,1,0,0,1,M2,0.895260522563807,5
TeD1,1,1,1,0,1,1,1,1,M2,0.903529853809435,7
TeD1,1,1,0,0,0,0,0,1,M2,0.89882048559483,3
TeD1,1,0,1,1,0,1,1,1,M2,0.742766026849491,6
TeD1,0,1,1,0,1,0,1,0,M2,0.895849732912754,4
TeD1,1,0,0,1,1,1,0,1,M2,0.727148347591455,5
TeD1,0,0,0,0,0,0,1,1,M2,0.725686282730111,2
TeD1,1,1,1,1,1,1,1,1,M2,0.897023554574936,8
TeD1,1,1,1,1,1,1,1,1,M2,0.897897276691013,8
TeD1,1,1,1,1,1,1,1,1,M2,0.895850524185014,8
TeD1,1,1,1,1,1,1,1,1,M2,0.897934524345554,8
TeD1,1,1,1,1,1,1,1,1,M2,0.89557628554281,8
TeD2,0,1,0,0,0,1,1,1,M2,0.595258453167509,4
TeD2,0,0,0,1,0,1,0,0,M2,0.555305091333074,2
TeD2,0,1,0,0,0,0,1,0,M2,0.577380489700739,2
TeD2,1,1,0,1,1,0,0,1,M2,0.601943256898562,5
TeD2,0,1,1,0,0,1,0,0,M2,0.573727166731442,3
TeD2,0,0,1,1,0,0,1,0,M2,0.58274387874077,3
TeD2,1,0,1,1,1,0,1,0,M2,0.580101049358725,5
TeD2,0,1,0,0,0,1,0,1,M2,0.596579867858531,3
TeD2,1,1,1,1,0,0,0,0,M2,0.583832102603964,4
TeD2,1,1,0,0,0,0,0,0,M2,0.536183443451224,2
TeD2,0,1,0,0,0,0,1,1,M2,0.593548387096774,3
TeD2,1,0,0,1,0,0,1,0,M2,0.57271667314419,3
TeD2,1,1,1,1,1,0,1,1,M2,0.598212203653323,7
TeD2,0,1,0,1,0,0,1,1,M2,0.591916051301982,4
TeD2,1,0,1,1,1,1,0,0,M2,0.577769141080451,5
TeD2,0,1,0,0,1,0,0,0,M2,0.584609405363389,2
TeD2,1,0,0,0,1,1,1,0,M2,0.58966187329965,4
TeD2,0,0,1,1,1,1,1,1,M2,0.604197434900894,6
TeD2,1,0,1,1,1,0,1,1,M2,0.58872910998834,6
TeD2,1,1,0,0,0,1,0,0,M2,0.561368052856588,3
TeD2,1,0,1,1,0,0,0,0,M2,0.565565487757482,3
TeD2,1,0,1,1,1,1,1,1,M2,0.587874076952973,7
TeD2,1,0,0,1,1,1,1,1,M2,0.585619898950641,6
TeD2,0,1,1,1,0,0,0,0,M2,0.580101049358725,3
TeD2,1,0,0,1,0,0,0,0,M2,0.547376603186941,2
TeD2,0,1,0,0,0,0,0,1,M2,0.58336572094831,2
TeD2,0,1,0,0,0,1,0,0,M2,0.563155849203265,2
TeD2,1,0,1,1,1,0,0,0,M2,0.578080062184221,4
TeD2,1,1,1,1,0,0,1,0,M2,0.589428682471823,5
TeD2,1,1,1,1,0,1,1,1,M2,0.596502137582588,7
TeD2,0,1,1,0,0,0,1,0,M2,0.581267003497862,3
TeD2,1,0,1,0,1,0,1,1,M2,0.579246016323358,5
TeD2,1,1,1,1,1,0,0,1,M2,0.602331908278275,6
TeD2,0,0,0,1,0,1,1,1,M2,0.594947532063739,4
TeD2,1,0,0,0,0,0,1,0,M2,0.565487757481539,2
TeD2,0,0,0,1,0,0,0,1,M2,0.585775359502526,2
TeD2,0,0,0,0,1,1,0,0,M2,0.587874076952973,2
TeD2,0,1,0,1,0,1,1,0,M2,0.584220753983677,4
TeD2,1,0,0,0,1,1,0,0,M2,0.58274387874077,3
TeD2,0,0,1,1,1,0,1,1,M2,0.598678585308978,5
TeD2,0,0,0,1,0,1,0,1,M2,0.585153517294986,3
TeD2,1,1,0,1,1,0,1,1,M2,0.579090555771473,6
TeD2,1,1,0,1,1,1,1,1,M2,0.589117761368053,7
TeD2,1,1,1,1,1,1,0,1,M2,0.606917994558881,7
TeD2,1,0,0,0,0,1,0,0,M2,0.560124368441508,2
TeD2,0,0,0,0,0,1,0,1,M2,0.584687135639332,2
TeD2,0,0,1,1,0,0,1,1,M2,0.592615623785464,4
TeD2,1,0,1,1,1,1,0,1,M2,0.583132530120482,6
TeD2,1,0,1,1,0,0,0,1,M2,0.585231247570929,4
TeD2,0,0,0,1,0,0,1,1,M2,0.596735328410416,3
TeD2,1,0,1,0,1,1,1,1,M2,0.594947532063739,6
TeD2,1,1,1,1,1,1,1,0,M2,0.600855033035367,7
TeD2,0,0,0,0,0,1,1,0,M2,0.568519238243296,2
TeD2,1,1,0,0,0,0,1,0,M2,0.570307034589973,3
TeD2,0,1,1,0,0,0,0,0,M2,0.562767197823552,2
TeD2,0,1,0,1,0,0,0,0,M2,0.558725223474543,2
TeD2,1,1,0,1,0,0,1,0,M2,0.584842596191217,4
TeD2,1,0,1,0,1,1,1,0,M2,0.586164010882239,5
TeD2,0,0,1,1,1,1,1,0,M2,0.58336572094831,5
TeD2,0,1,0,1,0,1,0,1,M2,0.591605130198212,4
TeD2,0,1,1,1,1,1,1,1,M2,0.603031480761757,7
TeD2,0,0,1,0,1,1,1,0,M2,0.586941313641663,4
TeD2,1,0,0,1,1,1,1,0,M2,0.572250291488535,5
TeD2,1,1,1,0,0,1,1,0,M2,0.585075787019044,5
TeD2,0,1,1,1,0,1,0,0,M2,0.576680917217256,4
TeD2,0,1,1,1,1,0,0,1,M2,0.601321414691022,5
TeD2,1,1,1,0,1,1,1,1,M2,0.601476875242907,7
TeD2,1,1,0,0,0,0,0,1,M2,0.588962300816168,3
TeD2,1,0,1,1,0,1,1,1,M2,0.583287990672367,6
TeD2,0,1,1,0,1,0,1,0,M2,0.59906723668869,4
TeD2,1,0,0,1,1,1,0,1,M2,0.591760590750097,5
TeD2,0,0,0,0,0,0,1,1,M2,0.600544111931597,2
TeD2,1,1,1,1,1,1,1,1,M2,0.594325689856199,8
TeD2,1,1,1,1,1,1,1,1,M2,0.602409638554217,8
TeD2,1,1,1,1,1,1,1,1,M2,0.596268946754761,8
TeD2,1,1,1,1,1,1,1,1,M2,0.604041974349009,8
TeD2,1,1,1,1,1,1,1,1,M2,0.590516906335018,8
TeD3,0,1,0,0,0,1,1,1,M2,0.746623794212219,4
TeD3,0,0,0,1,0,1,0,0,M2,0.623151125401929,2
TeD3,0,1,0,0,0,0,1,0,M2,0.684887459807074,2
TeD3,1,1,0,1,1,0,0,1,M2,0.701607717041801,5
TeD3,0,1,1,0,0,1,0,0,M2,0.684244372990354,3
TeD3,0,0,1,1,0,0,1,0,M2,0.668810289389068,3
TeD3,1,0,1,1,1,0,1,0,M2,0.698392282958199,5
TeD3,0,1,0,0,0,1,0,1,M2,0.736977491961415,3
TeD3,1,1,1,1,0,0,0,0,M2,0.681672025723473,4
TeD3,1,1,0,0,0,0,0,0,M2,0.57620578778135,2
TeD3,0,1,0,0,0,0,1,1,M2,0.776848874598071,3
TeD3,1,0,0,1,0,0,1,0,M2,0.718327974276527,3
TeD3,1,1,1,1,1,0,1,1,M2,0.688745980707396,7
TeD3,0,1,0,1,0,0,1,1,M2,0.732475884244373,4
TeD3,1,0,1,1,1,1,0,0,M2,0.681028938906752,5
TeD3,0,1,0,0,1,0,0,0,M2,0.758842443729904,2
TeD3,1,0,0,0,1,1,1,0,M2,0.689389067524116,4
TeD3,0,0,1,1,1,1,1,1,M2,0.7491961414791,6
TeD3,1,0,1,1,1,0,1,1,M2,0.70032154340836,6
TeD3,1,1,0,0,0,1,0,0,M2,0.653376205787781,3
TeD3,1,0,1,1,0,0,0,0,M2,0.632797427652733,3
TeD3,1,0,1,1,1,1,1,1,M2,0.696463022508039,7
TeD3,1,0,0,1,1,1,1,1,M2,0.708038585209003,6
TeD3,0,1,1,1,0,0,0,0,M2,0.656591639871383,3
TeD3,1,0,0,1,0,0,0,0,M2,0.636012861736334,2
TeD3,0,1,0,0,0,0,0,1,M2,0.744051446945338,2
TeD3,0,1,0,0,0,1,0,0,M2,0.659807073954984,2
TeD3,1,0,1,1,1,0,0,0,M2,0.67459807073955,4
TeD3,1,1,1,1,0,0,1,0,M2,0.690032154340836,5
TeD3,1,1,1,1,0,1,1,1,M2,0.742122186495177,7
TeD3,0,1,1,0,0,0,1,0,M2,0.696463022508039,3
TeD3,1,0,1,0,1,0,1,1,M2,0.714469453376206,5
TeD3,1,1,1,1,1,0,0,1,M2,0.718327974276527,6
TeD3,0,0,0,1,0,1,1,1,M2,0.707395498392283,4
TeD3,1,0,0,0,0,0,1,0,M2,0.729260450160772,2
TeD3,0,0,0,1,0,0,0,1,M2,0.735691318327974,2
TeD3,0,0,0,0,1,1,0,0,M2,0.769131832797428,2
TeD3,0,1,0,1,0,1,1,0,M2,0.732475884244373,4
TeD3,1,0,0,0,1,1,0,0,M2,0.711897106109325,3
TeD3,0,0,1,1,1,0,1,1,M2,0.760128617363344,5
TeD3,0,0,0,1,0,1,0,1,M2,0.713183279742765,3
TeD3,1,1,0,1,1,0,1,1,M2,0.763987138263666,6
TeD3,1,1,0,1,1,1,1,1,M2,0.744051446945338,7
TeD3,1,1,1,1,1,1,0,1,M2,0.72411575562701,7
TeD3,1,0,0,0,0,1,0,0,M2,0.601286173633441,2
TeD3,0,0,0,0,0,1,0,1,M2,0.769131832797428,2
TeD3,0,0,1,1,0,0,1,1,M2,0.731832797427653,4
TeD3,1,0,1,1,1,1,0,1,M2,0.713183279742765,6
TeD3,1,0,1,1,0,0,0,1,M2,0.686816720257235,4
TeD3,0,0,0,1,0,0,1,1,M2,0.709324758842444,3
TeD3,1,0,1,0,1,1,1,1,M2,0.716398713826367,6
TeD3,1,1,1,1,1,1,1,0,M2,0.727331189710611,7
TeD3,0,0,0,0,0,1,1,0,M2,0.714469453376206,2
TeD3,1,1,0,0,0,0,1,0,M2,0.69903536977492,3
TeD3,0,1,1,0,0,0,0,0,M2,0.663665594855305,2
TeD3,0,1,0,1,0,0,0,0,M2,0.657877813504823,2
TeD3,1,1,0,1,0,0,1,0,M2,0.711254019292604,4
TeD3,1,0,1,0,1,1,1,0,M2,0.697749196141479,5
TeD3,0,0,1,1,1,1,1,0,M2,0.695819935691318,5
TeD3,0,1,0,1,0,1,0,1,M2,0.756270096463022,4
TeD3,0,1,1,1,1,1,1,1,M2,0.764630225080386,7
TeD3,0,0,1,0,1,1,1,0,M2,0.740192926045016,4
TeD3,1,0,0,1,1,1,1,0,M2,0.698392282958199,5
TeD3,1,1,1,0,0,1,1,0,M2,0.727331189710611,5
TeD3,0,1,1,1,0,1,0,0,M2,0.687459807073955,4
TeD3,0,1,1,1,1,0,0,1,M2,0.738263665594855,5
TeD3,1,1,1,0,1,1,1,1,M2,0.697749196141479,7
TeD3,1,1,0,0,0,0,0,1,M2,0.754340836012862,3
TeD3,1,0,1,1,0,1,1,1,M2,0.716398713826367,6
TeD3,0,1,1,0,1,0,1,0,M2,0.7491961414791,4
TeD3,1,0,0,1,1,1,0,1,M2,0.743408360128617,5
TeD3,0,0,0,0,0,0,1,1,M2,0.729260450160772,2
TeD3,1,1,1,1,1,1,1,1,M2,0.715755627009646,8
TeD3,1,1,1,1,1,1,1,1,M2,0.719614147909968,8
TeD3,1,1,1,1,1,1,1,1,M2,0.730546623794212,8
TeD3,1,1,1,1,1,1,1,1,M2,0.730546623794212,8
TeD3,1,1,1,1,1,1,1,1,M2,0.744694533762058,8
TeD4,0,1,0,0,0,1,1,1,M2,0.555511420059583,4
TeD4,0,0,0,1,0,1,0,0,M2,0.465938430983118,2
TeD4,0,1,0,0,0,0,1,0,M2,0.460973187686197,2
TeD4,1,1,0,1,1,0,0,1,M2,0.523336643495531,5
TeD4,0,1,1,0,0,1,0,0,M2,0.466931479642503,3
TeD4,0,0,1,1,0,0,1,0,M2,0.524329692154916,3
TeD4,1,0,1,1,1,0,1,0,M2,0.530089374379345,5
TeD4,0,1,0,0,0,1,0,1,M2,0.514995034756703,3
TeD4,1,1,1,1,0,0,0,0,M2,0.452830188679245,4
TeD4,1,1,0,0,0,0,0,0,M2,0.335253227408143,2
TeD4,0,1,0,0,0,0,1,1,M2,0.519165839126117,3
TeD4,1,0,0,1,0,0,1,0,M2,0.501688182720953,3
TeD4,1,1,1,1,1,0,1,1,M2,0.533465739821251,7
TeD4,0,1,0,1,0,0,1,1,M2,0.532472691161867,4
TeD4,1,0,1,1,1,1,0,0,M2,0.53604766633565,5
TeD4,0,1,0,0,1,0,0,0,M2,0.475273088381331,2
TeD4,1,0,0,0,1,1,1,0,M2,0.5493545183714,4
TeD4,0,0,1,1,1,1,1,1,M2,0.552929493545184,6
TeD4,1,0,1,1,1,0,1,1,M2,0.558291956305859,6
TeD4,1,1,0,0,0,1,0,0,M2,0.441509433962264,3
TeD4,1,0,1,1,0,0,0,0,M2,0.46395233366435,3
TeD4,1,0,1,1,1,1,1,1,M2,0.559285004965243,7
TeD4,1,0,0,1,1,1,1,1,M2,0.547368421052632,6
TeD4,0,1,1,1,0,0,0,0,M2,0.475670307845085,3
TeD4,1,0,0,1,0,0,0,0,M2,0.443098311817279,2
TeD4,0,1,0,0,0,0,0,1,M2,0.480635551142006,2
TeD4,0,1,0,0,0,1,0,0,M2,0.426216484607746,2
TeD4,1,0,1,1,1,0,0,0,M2,0.503277060575968,4
TeD4,1,1,1,1,0,0,1,0,M2,0.514001986097319,5
TeD4,1,1,1,1,0,1,1,1,M2,0.553525322740814,7
TeD4,0,1,1,0,0,0,1,0,M2,0.489970208540218,3
TeD4,1,0,1,0,1,0,1,1,M2,0.543197616683218,5
TeD4,1,1,1,1,1,0,0,1,M2,0.557894736842105,6
TeD4,0,0,0,1,0,1,1,1,M2,0.54240317775571,4
TeD4,1,0,0,0,0,0,1,0,M2,0.49175769612711,2
TeD4,0,0,0,1,0,0,0,1,M2,0.507646474677259,2
TeD4,0,0,0,0,1,1,0,0,M2,0.497517378351539,2
TeD4,0,1,0,1,0,1,1,0,M2,0.505263157894737,4
TeD4,1,0,0,0,1,1,0,0,M2,0.510228401191658,3
TeD4,0,0,1,1,1,0,1,1,M2,0.557696127110228,5
TeD4,0,0,0,1,0,1,0,1,M2,0.528103277060576,3
TeD4,1,1,0,1,1,0,1,1,M2,0.544389275074479,6
TeD4,1,1,0,1,1,1,1,1,M2,0.56901688182721,7
TeD4,1,1,1,1,1,1,0,1,M2,0.547368421052632,7
TeD4,1,0,0,0,0,1,0,0,M2,0.452234359483615,2
TeD4,0,0,0,0,0,1,0,1,M2,0.530883813306852,2
TeD4,0,0,1,1,0,0,1,1,M2,0.530685203574975,4
TeD4,1,0,1,1,1,1,0,1,M2,0.539821251241311,6
TeD4,1,0,1,1,0,0,0,1,M2,0.513803376365442,4
TeD4,0,0,0,1,0,0,1,1,M2,0.542005958291956,3
TeD4,1,0,1,0,1,1,1,1,M2,0.558490566037736,6
TeD4,1,1,1,1,1,1,1,0,M2,0.536842105263158,7
TeD4,0,0,0,0,0,1,1,0,M2,0.506852035749752,2
TeD4,1,1,0,0,0,0,1,0,M2,0.461569016881827,3
TeD4,0,1,1,0,0,0,0,0,M2,0.401787487586892,2
TeD4,0,1,0,1,0,0,0,0,M2,0.422641509433962,2
TeD4,1,1,0,1,0,0,1,0,M2,0.517974180734856,4
TeD4,1,0,1,0,1,1,1,0,M2,0.525521350546177,5
TeD4,0,0,1,1,1,1,1,0,M2,0.55888778550149,5
TeD4,0,1,0,1,0,1,0,1,M2,0.537239324726912,4
TeD4,0,1,1,1,1,1,1,1,M2,0.576166832174777,7
TeD4,0,0,1,0,1,1,1,0,M2,0.543594836146971,4
TeD4,1,0,0,1,1,1,1,0,M2,0.534061569016882,5
