TeD,TrD1,TrD2,TrD3,TrD4,TrD5,TrD6,TrD7,TrD8,model,score,Sum
TeD4,1,1,1,0,0,1,1,0,M2,0.542005958291956,5
TeD4,0,1,1,1,0,1,0,0,M2,0.478053624627607,4
TeD4,0,1,1,1,1,0,0,1,M2,0.548560079443893,5
TeD4,1,1,1,0,1,1,1,1,M2,0.552929493545184,7
TeD4,1,1,0,0,0,0,0,1,M2,0.5012909632572,3
TeD4,1,0,1,1,0,1,1,1,M2,0.568421052631579,6
TeD4,0,1,1,0,1,0,1,0,M2,0.526713008937438,4
TeD4,1,0,0,1,1,1,0,1,M2,0.516782522343595,5
TeD4,0,0,0,0,0,0,1,1,M2,0.542005958291956,2
TeD4,1,1,1,1,1,1,1,1,M2,0.55253227408143,8
TeD4,1,1,1,1,1,1,1,1,M2,0.554716981132076,8
TeD4,1,1,1,1,1,1,1,1,M2,0.560079443892751,8
TeD4,1,1,1,1,1,1,1,1,M2,0.563257199602781,8
TeD4,1,1,1,1,1,1,1,1,M2,0.554319761668322,8
TeD5,0,1,0,0,0,1,1,1,M2,0.0546342630654457,4
TeD5,0,0,0,1,0,1,0,0,M2,0.0488973748511843,2
TeD5,0,1,0,0,0,0,1,0,M2,0.0470812212677438,2
TeD5,1,1,0,1,1,0,0,1,M2,0.0540592308060317,5
TeD5,0,1,1,0,0,1,0,0,M2,0.0478070027081975,3
TeD5,0,0,1,1,0,0,1,0,M2,0.0523793878780523,3
TeD5,1,0,1,1,1,0,1,0,M2,0.0535015852779989,5
TeD5,0,1,0,0,0,1,0,1,M2,0.0507848348022701,3
TeD5,1,1,1,1,0,0,0,0,M2,0.0488155412769861,4
TeD5,1,1,0,0,0,0,0,0,M2,0.0350173727816163,2
TeD5,0,1,0,0,0,0,1,1,M2,0.054723075574724,3
TeD5,1,0,0,1,0,0,1,0,M2,0.0493653242308258,3
TeD5,1,1,1,1,1,0,1,1,M2,0.0539775287546557,7
TeD5,0,1,0,1,0,0,1,1,M2,0.0561064120403043,4
TeD5,1,0,1,1,1,1,0,0,M2,0.0525912325225165,5
TeD5,0,1,0,0,1,0,0,0,M2,0.0510705627964485,2
TeD5,1,0,0,0,1,1,1,0,M2,0.0543320064315593,4
TeD5,0,0,1,1,1,1,1,1,M2,0.0537433229133952,6
TeD5,1,0,1,1,1,0,1,1,M2,0.0563805124995255,6
TeD5,1,1,0,0,0,1,0,0,M2,0.0441095184643048,3
TeD5,1,0,1,1,0,0,0,0,M2,0.0502516707841996,3
TeD5,1,0,1,1,1,1,1,1,M2,0.055890440617233,7
TeD5,1,0,0,1,1,1,1,1,M2,0.057956567069225,6
TeD5,0,1,1,1,0,0,0,0,M2,0.0448235084012704,3
TeD5,1,0,0,1,0,0,0,0,M2,0.0429589285279182,2
TeD5,0,1,0,0,0,0,0,1,M2,0.0532059168188602,2
TeD5,0,1,0,0,0,1,0,0,M2,0.0419262520472742,2
TeD5,1,0,1,1,1,0,0,0,M2,0.0579687017984894,4
TeD5,1,1,1,1,0,0,1,0,M2,0.0543098348337912,5
TeD5,1,1,1,1,0,1,1,1,M2,0.0534214803184602,7
TeD5,0,1,1,0,0,0,1,0,M2,0.0522760577877926,3
TeD5,1,0,1,0,1,0,1,1,M2,0.0579525142606412,5
TeD5,1,1,1,1,1,0,0,1,M2,0.052621142528253,6
TeD5,0,0,0,1,0,1,1,1,M2,0.0559453358013549,4
TeD5,1,0,0,0,0,0,1,0,M2,0.0473719541010526,2
TeD5,0,0,0,1,0,0,0,1,M2,0.0572026893590349,2
TeD5,0,0,0,0,1,1,0,0,M2,0.0534404798105201,2
TeD5,0,1,0,1,0,1,1,0,M2,0.0527663776022673,4
TeD5,1,0,0,0,1,1,0,0,M2,0.0515898832957008,3
TeD5,0,0,1,1,1,0,1,1,M2,0.0516885159072466,5
TeD5,0,0,0,1,0,1,0,1,M2,0.0586015304361917,3
TeD5,1,1,0,1,1,0,1,1,M2,0.0561777360493283,6
TeD5,1,1,0,1,1,1,1,1,M2,0.0539482091757402,7
TeD5,1,1,1,1,1,1,0,1,M2,0.052210098767916,7
TeD5,1,0,0,0,0,1,0,0,M2,0.0423403934639383,2
TeD5,0,0,0,0,0,1,0,1,M2,0.0556799385518359,2
TeD5,0,0,1,1,0,0,1,1,M2,0.0571333346847301,4
TeD5,1,0,1,1,1,1,0,1,M2,0.0549092580878855,6
TeD5,1,0,1,1,0,0,0,1,M2,0.0540383165598796,4
TeD5,0,0,0,1,0,0,1,1,M2,0.0559391510316607,3
TeD5,1,0,1,0,1,1,1,1,M2,0.0536558720559773,6
TeD5,1,1,1,1,1,1,1,0,M2,0.0510004860965248,7
TeD5,0,0,0,0,0,1,1,0,M2,0.0524369790882896,2
TeD5,1,1,0,0,0,0,1,0,M2,0.0481789968198566,3
TeD5,0,1,1,0,0,0,0,0,M2,0.0453545501423027,2
TeD5,0,1,0,1,0,0,0,0,M2,0.0431175956591257,2
TeD5,1,1,0,1,0,0,1,0,M2,0.052105520773132,4
TeD5,1,0,1,0,1,1,1,0,M2,0.0546321026343182,5
TeD5,0,0,1,1,1,1,1,0,M2,0.0550275761051257,5
TeD5,0,1,0,1,0,1,0,1,M2,0.0514981847859053,4
TeD5,0,1,1,1,1,1,1,1,M2,0.0551740585376958,7
TeD5,0,0,1,0,1,1,1,0,M2,0.0543825233269909,4
TeD5,1,0,0,1,1,1,1,0,M2,0.0563258545150941,5
TeD5,1,1,1,0,0,1,1,0,M2,0.0499975442392983,5
TeD5,0,1,1,1,0,1,0,0,M2,0.0512318848821947,4
TeD5,0,1,1,1,1,0,0,1,M2,0.0602289770827814,5
TeD5,1,1,1,0,1,1,1,1,M2,0.0518826991541407,7
TeD5,1,1,0,0,0,0,0,1,M2,0.0510402249061361,3
TeD5,1,0,1,1,0,1,1,1,M2,0.0539851018101591,6
TeD5,0,1,1,0,1,0,1,0,M2,0.05487199268145,4
TeD5,1,0,0,1,1,1,0,1,M2,0.0563526403847638,5
TeD5,0,0,0,0,0,0,1,1,M2,0.0559774972681854,2
TeD5,1,1,1,1,1,1,1,1,M2,0.0547029418320377,8
TeD5,1,1,1,1,1,1,1,1,M2,0.0499146042728855,8
TeD5,1,1,1,1,1,1,1,1,M2,0.0528950366602051,8
TeD5,1,1,1,1,1,1,1,1,M2,0.0553811896443158,8
TeD5,1,1,1,1,1,1,1,1,M2,0.0516776776600707,8
TeD6,0,1,0,0,0,1,1,1,M2,0.645469557264705,4
TeD6,0,0,0,1,0,1,0,0,M2,0.589627018028919,2
TeD6,0,1,0,0,0,0,1,0,M2,0.540115043065871,2
TeD6,1,1,0,1,1,0,0,1,M2,0.646841319308196,5
TeD6,0,1,1,0,0,1,0,0,M2,0.650221028979779,3
TeD6,0,0,1,1,0,0,1,0,M2,0.635324932820491,3
TeD6,1,0,1,1,1,0,1,0,M2,0.653805407537048,5
TeD6,0,1,0,0,0,1,0,1,M2,0.643708048266402,3
TeD6,1,1,1,1,0,0,0,0,M2,0.553948991028367,4
TeD6,1,1,0,0,0,0,0,0,M2,0.43959081202448,2
TeD6,0,1,0,0,0,0,1,1,M2,0.650160243992841,3
TeD6,1,0,0,1,0,0,1,0,M2,0.596165776946843,3
TeD6,1,1,1,1,1,0,1,1,M2,0.680523472122933,7
TeD6,0,1,0,1,0,0,1,1,M2,0.629082586797161,4
TeD6,1,0,1,1,1,1,0,0,M2,0.679720359551515,5
TeD6,0,1,0,0,1,0,0,0,M2,0.61855657800867,2
TeD6,1,0,0,0,1,1,1,0,M2,0.656787482700058,4
TeD6,0,0,1,1,1,1,1,1,M2,0.660272088557501,6
TeD6,1,0,1,1,1,0,1,1,M2,0.644456059022005,6
TeD6,1,1,0,0,0,1,0,0,M2,0.606490507944041,3
TeD6,1,0,1,1,0,0,0,0,M2,0.582003737868103,3
TeD6,1,0,1,1,1,1,1,1,M2,0.603661654709093,7
TeD6,1,0,0,1,1,1,1,1,M2,0.670019225462616,6
TeD6,0,1,1,1,0,0,0,0,M2,0.60831230631452,3
TeD6,1,0,0,1,0,0,0,0,M2,0.533244850801546,2
TeD6,0,1,0,0,0,0,0,1,M2,0.614544725958956,2
TeD6,0,1,0,0,0,1,0,0,M2,0.594778781152098,2
TeD6,1,0,1,1,1,0,0,0,M2,0.658795149556242,4
TeD6,1,1,1,1,0,0,1,0,M2,0.63111029366927,5
TeD6,1,1,1,1,0,1,1,1,M2,0.658120076118373,7
TeD6,0,1,1,0,0,0,1,0,M2,0.633210348755076,3
TeD6,1,0,1,0,1,0,1,1,M2,0.665395876156561,5
TeD6,1,1,1,1,1,0,0,1,M2,0.651216052400888,6
TeD6,0,0,0,1,0,1,1,1,M2,0.693623279328959,4
TeD6,1,0,0,0,0,0,1,0,M2,0.646001160874934,2
TeD6,0,0,0,1,0,0,0,1,M2,0.643329889938907,2
TeD6,0,0,0,0,1,1,0,0,M2,0.595693563459992,2
TeD6,0,1,0,1,0,1,1,0,M2,0.685793673359521,4
TeD6,1,0,0,0,1,1,0,0,M2,0.675848440746098,3
TeD6,0,0,1,1,1,0,1,1,M2,0.648421459412069,5
TeD6,0,0,0,1,0,1,0,1,M2,0.653531355023438,3
TeD6,1,1,0,1,1,0,1,1,M2,0.683826612709264,6
TeD6,1,1,0,1,1,1,1,1,M2,0.667420452799058,7
TeD6,1,1,1,1,1,1,0,1,M2,0.661032672039688,7
TeD6,1,0,0,0,0,1,0,0,M2,0.619068785231453,2
TeD6,0,0,0,0,0,1,0,1,M2,0.628561204001114,2
TeD6,0,0,1,1,0,0,1,1,M2,0.628774244544009,4
TeD6,1,0,1,1,1,1,0,1,M2,0.68324360431987,6
TeD6,1,0,1,1,0,0,0,1,M2,0.623902247709954,4
TeD6,0,0,0,1,0,0,1,1,M2,0.625244097570232,3
TeD6,1,0,1,0,1,1,1,1,M2,0.668648614161135,6
TeD6,1,1,1,1,1,1,1,0,M2,0.663497756593782,7
TeD6,0,0,0,0,0,1,1,0,M2,0.666273915827914,2
TeD6,1,1,0,0,0,0,1,0,M2,0.59384386176749,3
TeD6,0,1,1,0,0,0,0,0,M2,0.545979859304109,2
TeD6,0,1,0,1,0,0,0,0,M2,0.522807735054412,2
TeD6,1,1,0,1,0,0,1,0,M2,0.601725370401405,4
TeD6,1,0,1,0,1,1,1,0,M2,0.670927187909389,5
TeD6,0,0,1,1,1,1,1,0,M2,0.655323399091703,5
TeD6,0,1,0,1,0,1,0,1,M2,0.657713639758665,4
TeD6,0,1,1,1,1,1,1,1,M2,0.680269034277767,7
TeD6,0,0,1,0,1,1,1,0,M2,0.636213929567642,4
TeD6,1,0,0,1,1,1,1,0,M2,0.662079193469988,5
TeD6,1,1,1,0,0,1,1,0,M2,0.647461473545327,5
TeD6,0,1,1,1,0,1,0,0,M2,0.66481967556426,4
TeD6,0,1,1,1,1,0,0,1,M2,0.650061275679845,5
TeD6,1,1,1,0,1,1,1,1,M2,0.671214714967247,7
TeD6,1,1,0,0,0,0,0,1,M2,0.62826172521686,3
TeD6,1,0,1,1,0,1,1,1,M2,0.658936031222179,6
TeD6,0,1,1,0,1,0,1,0,M2,0.679440031066458,4
TeD6,1,0,0,1,1,1,0,1,M2,0.672135434439379,5
TeD6,0,0,0,0,0,0,1,1,M2,0.627185495862709,2
TeD6,1,1,1,1,1,1,1,1,M2,0.63990953053483,8
TeD6,1,1,1,1,1,1,1,1,M2,0.702205705007749,8
TeD6,1,1,1,1,1,1,1,1,M2,0.646444478879286,8
TeD6,1,1,1,1,1,1,1,1,M2,0.672943406517318,8
TeD6,1,1,1,1,1,1,1,1,M2,0.642842785380457,8
TeD7,0,1,0,0,0,1,1,1,M2,0.376098181613837,4
TeD7,0,0,0,1,0,1,0,0,M2,0.106757521902388,2
TeD7,0,1,0,0,0,0,1,0,M2,0.283612019655053,2
TeD7,1,1,0,1,1,0,0,1,M2,0.283247068047988,5
TeD7,0,1,1,0,0,1,0,0,M2,0.208013511180509,3
TeD7,0,0,1,1,0,0,1,0,M2,0.233580677237188,3
TeD7,1,0,1,1,1,0,1,0,M2,0.282641791365808,5
TeD7,0,1,0,0,0,1,0,1,M2,0.3492965815494,3
TeD7,1,1,1,1,0,0,0,0,M2,0.244365981434587,4
TeD7,1,1,0,0,0,0,0,0,M2,0.316617923251289,2
TeD7,0,1,0,0,0,0,1,1,M2,0.451637669154243,3
TeD7,1,0,0,1,0,0,1,0,M2,0.143916479862329,3
TeD7,1,1,1,1,1,0,1,1,M2,0.312410871617233,7
TeD7,0,1,0,1,0,0,1,1,M2,0.438508541691168,4
TeD7,1,0,1,1,1,1,0,0,M2,0.232527683628464,5
TeD7,0,1,0,0,1,0,0,0,M2,0.339612569170647,2
TeD7,1,0,0,0,1,1,1,0,M2,0.293145343550734,4
TeD7,0,0,1,1,1,1,1,1,M2,0.213472511716096,6
TeD7,1,0,1,1,1,0,1,1,M2,0.266854095568051,6
TeD7,1,1,0,0,0,1,0,0,M2,0.304699582808488,3
TeD7,1,0,1,1,0,0,0,0,M2,0.242336229548382,3
TeD7,1,0,1,1,1,1,1,1,M2,0.224102107211849,7
TeD7,1,0,0,1,1,1,1,1,M2,0.239809208834401,6
TeD7,0,1,1,1,0,0,0,0,M2,0.388309932585667,3
TeD7,1,0,0,1,0,0,0,0,M2,0.0872133291180696,2
TeD7,0,1,0,0,0,0,0,1,M2,0.330202835629591,2
TeD7,0,1,0,0,0,1,0,0,M2,0.333451290415389,2
TeD7,1,0,1,1,1,0,0,0,M2,0.231019588763018,4
TeD7,1,1,1,1,0,0,1,0,M2,0.349072805985811,5
TeD7,1,1,1,1,0,1,1,1,M2,0.362339213376945,7
TeD7,0,1,1,0,0,0,1,0,M2,0.370869421154854,3
TeD7,1,0,1,0,1,0,1,1,M2,0.278240279313541,5
TeD7,1,1,1,1,1,0,0,1,M2,0.363856928640191,6
TeD7,0,0,0,1,0,1,1,1,M2,0.255683318089804,4
TeD7,1,0,0,0,0,0,1,0,M2,0.277288981137028,2
TeD7,0,0,0,1,0,0,0,1,M2,0.301746134016323,2
TeD7,0,0,0,0,1,1,0,0,M2,0.30076078094987,2
TeD7,0,1,0,1,0,1,1,0,M2,0.384178749633874,4
TeD7,1,0,0,0,1,1,0,0,M2,0.210124803919239,3
TeD7,0,0,1,1,1,0,1,1,M2,0.225855332911457,5
TeD7,0,0,0,1,0,1,0,1,M2,0.275817477044375,3
TeD7,1,1,0,1,1,0,1,1,M2,0.314237500079151,6
TeD7,1,1,0,1,1,1,1,1,M2,0.284362295641834,7
TeD7,1,1,1,1,1,1,0,1,M2,0.319084503013386,7
TeD7,1,0,0,0,0,1,0,0,M2,0.295392048590302,2
TeD7,0,0,0,0,0,1,0,1,M2,0.231708069917767,2
TeD7,0,0,1,1,0,0,1,1,M2,0.273301799796739,4
TeD7,1,0,1,1,1,1,0,1,M2,0.311210195689463,6
TeD7,1,0,1,1,0,0,0,1,M2,0.225727898177729,4
TeD7,0,0,0,1,0,0,1,1,M2,0.269274464248696,3
TeD7,1,0,1,0,1,1,1,1,M2,0.306896549311584,6
TeD7,1,1,1,1,1,1,1,0,M2,0.348207323240536,7
TeD7,0,0,0,0,0,1,1,0,M2,0.353798149238464,2
TeD7,1,1,0,0,0,0,1,0,M2,0.262516804171582,3
TeD7,0,1,1,0,0,0,0,0,M2,0.23201000939759,2
TeD7,0,1,0,1,0,0,0,0,M2,0.251088386333238,2
TeD7,1,1,0,1,0,0,1,0,M2,0.269282871206303,4
TeD7,1,0,1,0,1,1,1,0,M2,0.259467945735216,5
TeD7,0,0,1,1,1,1,1,0,M2,0.325501733098001,5
TeD7,0,1,0,1,0,1,0,1,M2,0.314210506043542,4
TeD7,0,1,1,1,1,1,1,1,M2,0.415585180963773,7
TeD7,0,0,1,0,1,1,1,0,M2,0.335659719064551,4
TeD7,1,0,0,1,1,1,1,0,M2,0.186703975365338,5
TeD7,1,1,1,0,0,1,1,0,M2,0.343568784462062,5
TeD7,0,1,1,1,0,1,0,0,M2,0.339857521352282,4
TeD7,0,1,1,1,1,0,0,1,M2,0.297191770818771,5
TeD7,1,1,1,0,1,1,1,1,M2,0.307756836166586,7
TeD7,1,1,0,0,0,0,0,1,M2,0.298060599828833,3
TeD7,1,0,1,1,0,1,1,1,M2,0.270016827384991,6
TeD7,0,1,1,0,1,0,1,0,M2,0.249356770514441,4
TeD7,1,0,0,1,1,1,0,1,M2,0.349196029318662,5
TeD7,0,0,0,0,0,0,1,1,M2,0.280011695013123,2
TeD7,1,1,1,1,1,1,1,1,M2,0.304241351822713,8
TeD7,1,1,1,1,1,1,1,1,M2,0.321585792278286,8
TeD7,1,1,1,1,1,1,1,1,M2,0.264821825256713,8
TeD7,1,1,1,1,1,1,1,1,M2,0.331442541546792,8
TeD7,1,1,1,1,1,1,1,1,M2,0.326560195255815,8
TeD1,0,1,0,0,1,0,0,1,M1,0.896711154785329,3
TeD1,0,0,1,1,1,0,0,0,M1,0.710277130518966,3
TeD1,0,0,1,1,1,1,1,1,M1,0.751020270806348,6
TeD1,1,0,1,0,0,1,1,0,M1,0.711435319190486,4
TeD1,1,1,0,1,0,0,1,0,M1,0.895873904272651,4
TeD1,1,1,1,0,0,0,0,0,M1,0.884906047541357,3
TeD1,0,1,0,0,0,0,0,1,M1,0.897034833422758,2
TeD1,1,0,1,1,1,1,0,0,M1,0.712041713954884,5
TeD1,1,1,1,1,1,0,1,1,M1,0.891133984791728,7
TeD1,0,0,1,1,0,1,1,1,M1,0.742698804298592,5
TeD1,1,0,1,1,1,1,1,1,M1,0.733293613308666,7
TeD1,0,1,0,0,0,1,0,1,M1,0.89404060819718,3
TeD1,1,0,1,1,1,0,1,0,M1,0.715901337829606,5
TeD1,1,0,1,0,1,1,0,1,M1,0.722082192099586,5
TeD1,1,1,1,1,1,1,0,1,M1,0.887550656216688,7
TeD1,1,0,1,1,0,0,1,0,M1,0.706824179845783,4
TeD1,1,0,0,1,1,0,1,0,M1,0.726802201681754,4
TeD1,1,1,1,0,0,1,1,1,M1,0.886716799787305,6
TeD1,1,1,0,1,0,0,1,1,M1,0.891420339669031,5
TeD1,0,1,0,1,1,0,1,1,M1,0.892608242897088,5
TeD1,1,1,1,1,0,0,0,0,M1,0.90176936349904,4
TeD1,1,1,1,0,0,0,0,1,M1,0.894379751715485,4
TeD1,1,0,1,1,1,1,0,1,M1,0.722713080125668,6
TeD1,0,1,0,0,0,0,1,0,M1,0.892619399524308,2
TeD1,0,1,0,1,1,1,1,1,M1,0.893202398302454,6
TeD1,0,1,1,0,0,1,0,0,M1,0.89552411916095,3
TeD1,1,0,0,1,1,0,0,1,M1,0.700281147313071,4
TeD1,1,1,1,0,1,0,1,1,M1,0.887594177003996,6
TeD1,0,1,0,0,0,1,0,0,M1,0.900607688740024,2
TeD1,1,0,1,1,0,0,1,1,M1,0.722318039245135,5
TeD1,1,1,0,1,1,0,1,1,M1,0.892607329178393,6
TeD1,1,1,0,0,1,1,1,1,M1,0.894981108967598,6
TeD1,1,1,1,1,1,1,1,0,M1,0.887006671420172,7
TeD1,1,0,1,0,1,1,1,0,M1,0.722335346107021,5
TeD1,1,0,0,1,1,1,0,0,M1,0.702852935679705,4
TeD1,1,1,1,0,1,1,0,1,M1,0.886428970494131,6
TeD1,1,1,1,1,0,1,1,1,M1,0.89174057833398,7
TeD1,1,1,1,1,0,0,1,1,M1,0.889640868399693,6
TeD1,1,1,0,0,1,0,1,0,M1,0.889635478317555,4
TeD1,0,0,1,1,1,1,0,1,M1,0.740374219385909,5
TeD1,1,0,1,0,0,1,0,0,M1,0.692564370804589,3
TeD1,0,1,1,1,1,1,1,0,M1,0.892886635097618,6
TeD1,1,0,1,1,0,1,0,1,M1,0.723859228667674,5
TeD1,1,0,1,1,1,0,1,1,M1,0.725053006343629,6
TeD1,0,0,1,1,1,0,1,1,M1,0.735986856163343,5
TeD1,1,1,0,0,0,0,0,0,M1,0.873708370775249,2
TeD1,1,1,1,1,0,0,1,0,M1,0.897602368223359,5
TeD1,1,0,0,1,1,1,1,1,M1,0.722133429541634,6
TeD1,1,1,1,1,1,1,0,0,M1,0.892299129739627,6
TeD1,1,0,0,1,1,0,1,1,M1,0.726796005106238,5
TeD1,1,0,1,0,1,1,1,1,M1,0.735339621334919,6
TeD1,1,1,0,1,1,1,1,1,M1,0.894367543476185,7
TeD1,0,0,0,1,0,0,1,1,M1,0.734778114548383,3
TeD1,1,1,0,0,1,0,1,1,M1,0.888471201199167,5
TeD1,1,0,0,1,0,0,0,0,M1,0.634826568287483,2
TeD1,0,1,1,1,1,0,1,1,M1,0.888184009386253,6
TeD1,1,0,1,1,1,0,0,1,M1,0.723585751081329,5
TeD1,1,1,0,0,0,0,0,1,M1,0.89610708727103,3
TeD1,1,0,1,1,0,1,0,0,M1,0.695586591503797,4
TeD1,1,0,1,0,1,0,1,1,M1,0.733000577264256,5
TeD1,0,1,1,1,1,1,1,1,M1,0.888742959250938,7
TeD1,0,1,0,1,1,1,0,0,M1,0.895244659449725,4
TeD1,1,0,0,0,1,1,1,1,M1,0.730363093878422,5
TeD1,1,0,1,1,0,0,0,0,M1,0.685233896900391,3
TeD1,1,0,1,1,1,1,1,0,M1,0.73532205390738,6
TeD1,1,1,1,0,1,1,1,1,M1,0.896144672048474,7
TeD1,1,0,1,1,0,1,1,0,M1,0.713541894074448,5
TeD1,1,0,0,0,0,0,0,1,M1,0.686038922275529,2
TeD1,0,1,1,0,0,1,1,1,M1,0.889671950372618,5
TeD1,0,1,1,0,0,0,0,0,M1,0.879946781283395,2
TeD1,0,0,0,0,0,1,1,0,M1,0.725891140358601,2
TeD1,1,0,1,1,1,0,0,0,M1,0.708201015574617,4
TeD1,1,1,1,1,0,1,1,0,M1,0.886403670513237,6
TeD1,1,1,1,1,1,1,1,1,M1,0.888183294897077,8
TeD1,1,1,1,1,1,1,1,1,M1,0.884926993605243,8
TeD1,1,1,1,1,1,1,1,1,M1,0.896427510621878,8
TeD1,1,1,1,1,1,1,1,1,M1,0.893189307012526,8
TeD1,1,1,1,1,1,1,1,1,M1,0.892601102160643,8
TeD2,0,1,0,0,1,0,0,1,M1,0.593859308200544,3
TeD2,0,0,1,1,1,0,0,0,M1,0.582277497085115,3
TeD2,0,0,1,1,1,1,1,1,M1,0.602487368830159,6
TeD2,1,0,1,0,0,1,1,0,M1,0.563544500582977,4
TeD2,1,1,0,1,0,0,1,0,M1,0.582977069568597,4
TeD2,1,1,1,0,0,0,0,0,M1,0.558958414302371,3
TeD2,0,1,0,0,0,0,0,1,M1,0.585853089778469,2
TeD2,1,0,1,1,1,1,0,0,M1,0.589117761368053,5
TeD2,1,1,1,1,1,0,1,1,M1,0.605130198212204,7
TeD2,0,0,1,1,0,1,1,1,M1,0.602254178002332,5
TeD2,1,0,1,1,1,1,1,1,M1,0.577691410804508,7
TeD2,0,1,0,0,0,1,0,1,M1,0.596346677030704,3
TeD2,1,0,1,1,1,0,1,0,M1,0.582199766809172,5
TeD2,1,0,1,0,1,1,0,1,M1,0.58025650991061,5
TeD2,1,1,1,1,1,1,0,1,M1,0.584143023707734,7
TeD2,1,0,1,1,0,0,1,0,M1,0.576680917217256,4
TeD2,1,0,0,1,1,0,1,0,M1,0.584998056743102,4
TeD2,1,1,1,0,0,1,1,1,M1,0.587563155849203,6
TeD2,1,1,0,1,0,0,1,1,M1,0.587485425573261,5
TeD2,0,1,0,1,1,0,1,1,M1,0.583287990672367,5
TeD2,1,1,1,1,0,0,0,0,M1,0.575204041974349,4
TeD2,1,1,1,0,0,0,0,1,M1,0.598911776136805,4
TeD2,1,0,1,1,1,1,0,1,M1,0.594947532063739,6
TeD2,0,1,0,0,0,0,1,0,M1,0.586164010882239,2
TeD2,0,1,0,1,1,1,1,1,M1,0.60031092110377,6
TeD2,0,1,1,0,0,1,0,0,M1,0.580411970462495,3
TeD2,1,0,0,1,1,0,0,1,M1,0.578701904391761,4
TeD2,1,1,1,0,1,0,1,1,M1,0.594947532063739,6
TeD2,0,1,0,0,0,1,0,0,M1,0.583676642052079,2
TeD2,1,0,1,1,0,0,1,1,M1,0.588573649436455,5
TeD2,1,1,0,1,1,0,1,1,M1,0.584998056743102,6
TeD2,1,1,0,0,1,1,1,1,M1,0.593082005441119,6
TeD2,1,1,1,1,1,1,1,0,M1,0.598834045860863,7
TeD2,1,0,1,0,1,1,1,0,M1,0.586164010882239,5
TeD2,1,0,0,1,1,1,0,0,M1,0.566420520792849,4
TeD2,1,1,1,0,1,1,0,1,M1,0.595491643995336,6
TeD2,1,1,1,1,0,1,1,1,M1,0.597201710066071,7
TeD2,1,1,1,1,0,0,1,1,M1,0.591916051301982,6
TeD2,1,1,0,0,1,0,1,0,M1,0.591138748542557,4
TeD2,0,0,1,1,1,1,0,1,M1,0.590983287990673,5
TeD2,1,0,1,0,0,1,0,0,M1,0.550796735328411,3
TeD2,0,1,1,1,1,1,1,0,M1,0.581033812670035,6
TeD2,1,0,1,1,0,1,0,1,M1,0.578857364943645,5
TeD2,1,0,1,1,1,0,1,1,M1,0.576914108045084,6
TeD2,0,0,1,1,1,0,1,1,M1,0.599611348620288,5
TeD2,1,1,0,0,0,0,0,0,M1,0.538282160901671,2
TeD2,1,1,1,1,0,0,1,0,M1,0.588029537504858,5
TeD2,1,0,0,1,1,1,1,1,M1,0.584220753983677,6
TeD2,1,1,1,1,1,1,0,0,M1,0.587563155849203,6
TeD2,1,0,0,1,1,0,1,1,M1,0.585153517294986,5
TeD2,1,0,1,0,1,1,1,1,M1,0.567197823552274,6
TeD2,1,1,0,1,1,1,1,1,M1,0.593626117372717,7
TeD2,0,0,0,1,0,0,1,1,M1,0.590827827438788,3
TeD2,1,1,0,0,1,0,1,1,M1,0.586164010882239,5
TeD2,1,0,0,1,0,0,0,0,M1,0.548542557326078,2
TeD2,0,1,1,1,1,0,1,1,M1,0.593548387096774,6
TeD2,1,0,1,1,1,0,0,1,M1,0.594636610959969,5
TeD2,1,1,0,0,0,0,0,1,M1,0.569840652934318,3
TeD2,1,0,1,1,0,1,0,0,M1,0.573416245627672,4
TeD2,1,0,1,0,1,0,1,1,M1,0.587718616401088,5
TeD2,0,1,1,1,1,1,1,1,M1,0.594947532063739,7
TeD2,0,1,0,1,1,1,0,0,M1,0.592382432957637,4
TeD2,1,0,0,0,1,1,1,1,M1,0.587640886125146,5
TeD2,1,0,1,1,0,0,0,0,M1,0.561912164788185,3
TeD2,1,0,1,1,1,1,1,0,M1,0.592693354061407,6
TeD2,1,1,1,0,1,1,1,1,M1,0.602876020209872,7
TeD2,1,0,1,1,0,1,1,0,M1,0.581033812670035,5
TeD2,1,0,0,0,0,0,0,1,M1,0.576991838321026,2
TeD2,0,1,1,0,0,1,1,1,M1,0.595336183443451,5
TeD2,0,1,1,0,0,0,0,0,M1,0.559580256509911,2
TeD2,0,0,0,0,0,1,1,0,M1,0.586708122813836,2
TeD2,1,0,1,1,1,0,0,0,M1,0.578468713563933,4
TeD2,1,1,1,1,0,1,1,0,M1,0.584842596191217,6
TeD2,1,1,1,1,1,1,1,1,M1,0.589195491643995,8
TeD2,1,1,1,1,1,1,1,1,M1,0.591682860474155,8
TeD2,1,1,1,1,1,1,1,1,M1,0.605985231247571,8
TeD2,1,1,1,1,1,1,1,1,M1,0.590361445783133,8
TeD2,1,1,1,1,1,1,1,1,M1,0.594325689856199,8
TeD3,0,1,0,0,1,0,0,1,M1,0.760128617363344,3
TeD3,0,0,1,1,1,0,0,0,M1,0.677170418006431,3
TeD3,0,0,1,1,1,1,1,1,M1,0.733118971061093,6
TeD3,1,0,1,0,0,1,1,0,M1,0.67588424437299,4
TeD3,1,1,0,1,0,0,1,0,M1,0.708038585209003,4
TeD3,1,1,1,0,0,0,0,0,M1,0.634726688102894,3
TeD3,0,1,0,0,0,0,0,1,M1,0.769774919614148,2
